Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Incoming,Stacy Jackson,Larry Garcia,01/01/2025 08:26,01/01/2025 16:26,火,,,False,drug
Incoming,Garrett Perry,Margaret Hurst,01/16/2025 19:56,01/17/2025 03:56,working late,,,False,normal
Incoming,Sharon Reyes,William Bennett,01/17/2025 10:14,01/17/2025 18:14,drive safe,,,False,normal
Outgoing,Kimberly Phillips,Olivia Fisher,01/02/2025 15:20,01/02/2025 23:20,smoke,,,False,drug
Incoming,Wesley Harris,Thomas Martin,01/16/2025 05:49,01/16/2025 13:49,drive safe,,,False,normal
Incoming,Rebecca Taylor,Evelyn Mcintyre,01/14/2025 18:52,01/15/2025 02:52,catch up later,,,False,normal
Outgoing,Danielle Collins,Willie Pham,01/12/2025 11:40,01/12/2025 19:40,jom makan,,,False,normal
Outgoing,Damon Kelly,Seth Day,01/21/2025 09:04,01/21/2025 17:04,catch up later,,,False,normal
Outgoing,Denise White,Colin Thomas,01/13/2025 11:00,01/13/2025 19:00,apa khabar?,,,False,normal
Incoming,Cory Cook,Alexander Thomas,01/02/2025 15:43,01/02/2025 23:43,ice,,,False,drug
Outgoing,Eric Lynn,Diana Mendoza,01/11/2025 06:47,01/11/2025 14:47,later go movie,,,False,normal
Incoming,Samantha Avila,Michele Rowland,01/06/2025 09:23,01/06/2025 17:23,火,,,False,drug
Incoming,Philip Butler,David Taylor,01/08/2025 23:05,01/09/2025 07:05,barang ori,,,False,drug
Outgoing,Michael Butler,Ryan Key,01/18/2025 05:26,01/18/2025 13:26,good night,,,False,normal
Incoming,Manuel Kennedy,Paul Berry,01/15/2025 12:54,01/15/2025 20:54,later go movie,,,False,normal
Incoming,Sean Meadows,Charles Huffman,01/03/2025 05:25,01/03/2025 13:25,budak hantar,,,False,drug
Outgoing,Oscar Prince,Joseph Burton,01/16/2025 20:55,01/17/2025 04:55,game tonight,,,False,normal
Outgoing,Michelle Thomas,Jeremy Morales,01/12/2025 07:09,01/12/2025 15:09,apa khabar?,,,False,normal
Outgoing,Shawn Sanford,Carolyn Clark,01/05/2025 12:53,01/05/2025 20:53,pil kuda,,,False,drug
Outgoing,Andrea Quinn,Anthony Banks,01/03/2025 08:59,01/03/2025 16:59,syabu,,,False,drug
Incoming,Karen Rhodes,Heather Odonnell,01/13/2025 13:35,01/13/2025 21:35,on the way,,,False,normal
Incoming,Ann Williams,Elizabeth Anderson,01/18/2025 10:37,01/18/2025 18:37,working late,,,False,normal
Outgoing,Melissa Larson,Joseph Kelly,01/21/2025 19:15,01/22/2025 03:15,football match best,,,False,normal
Incoming,Traci Gordon,David Miller,01/07/2025 23:07,01/08/2025 07:07,pil kuda,,,False,drug
Incoming,Matthew Grant,Linda Cook,01/02/2025 05:57,01/02/2025 13:57,smoke,,,False,drug
Incoming,Frederick Ramirez,Ethan Brown,01/16/2025 06:17,01/16/2025 14:17,drive safe,,,False,normal
Incoming,Robert Cameron,Bryan Mills,01/11/2025 17:38,01/12/2025 01:38,see you at mall,,,False,normal
Incoming,Dale Williams,Scott Hall MD,01/04/2025 04:31,01/04/2025 12:31,火,,,False,drug
Incoming,Robert Walters,Justin Andrews,01/16/2025 01:38,01/16/2025 09:38,catch up later,,,False,normal
Outgoing,Margaret Petty,Heather May,01/07/2025 08:59,01/07/2025 16:59,line clear,,,False,drug
Outgoing,Micheal Collier,Aaron Anderson,01/05/2025 10:28,01/05/2025 18:28,paket,,,False,drug
Incoming,Tami Lane,Mr. Ian Kennedy,01/12/2025 10:22,01/12/2025 18:22,assignment siap?,,,False,normal
Incoming,Noah Baker,Ann Graves,01/08/2025 11:47,01/08/2025 19:47,smoke,,,False,drug
Outgoing,Steven Arnold,David Padilla,01/01/2025 17:03,01/02/2025 01:03,货 ada,,,False,drug
Outgoing,John Miller,Stacy Bell,01/11/2025 07:14,01/11/2025 15:14,drive safe,,,False,normal
Incoming,Joseph Ballard,Dean Hawkins,01/21/2025 23:19,01/22/2025 07:19,how are you?,,,False,normal
Outgoing,Kim Russell,Jessica Walters,01/14/2025 12:31,01/14/2025 20:31,working late,,,False,normal
Outgoing,Eric Wiley,Kendra Holmes,01/09/2025 17:55,01/10/2025 01:55,half g,,,False,drug
Outgoing,Paige Hopkins,Michael Young,01/05/2025 06:14,01/05/2025 14:14,rehab tak?,,,False,drug
Outgoing,Joshua King,Devin Nguyen,01/18/2025 04:18,01/18/2025 12:18,good night,,,False,normal
Incoming,Kevin Estes,David Hart,01/12/2025 19:36,01/13/2025 03:36,on the way,,,False,normal
Outgoing,Lance Estes,Stephen Mckinney,01/06/2025 18:43,01/07/2025 02:43,ambil barang,,,False,drug
Incoming,Elizabeth Lewis,Michael Webb,01/22/2025 10:05,01/22/2025 18:05,apa khabar?,,,False,normal
Outgoing,Lynn Lopez,Michael Bradley,01/10/2025 11:22,01/10/2025 19:22,exam coming soon,,,False,normal
Incoming,Hannah Johnson,Richard Perkins,01/14/2025 06:11,01/14/2025 14:11,see you at mall,,,False,normal
Outgoing,Paul Blevins,Mrs. Shannon Harrington,01/14/2025 01:46,01/14/2025 09:46,apa khabar?,,,False,normal
Outgoing,Daniel Schmidt,Andrea Clark,01/11/2025 00:15,01/11/2025 08:15,exam coming soon,,,False,normal
Incoming,Thomas Joseph,Ariel Miles,01/10/2025 15:00,01/10/2025 23:00,on the way,,,False,normal
Outgoing,Andre Bradley,Johnny Jones,01/05/2025 07:37,01/05/2025 15:37,syabu,,,False,drug
Outgoing,Mary Keller,Joseph Oliver,01/20/2025 02:21,01/20/2025 10:21,how are you?,,,False,normal
Incoming,Marc Bates,Mark Gomez,01/10/2025 19:19,01/11/2025 03:19,apa khabar?,,,False,normal
Incoming,Claire Lewis,Jodi Wyatt,01/19/2025 12:49,01/19/2025 20:49,holiday plan,,,False,normal
Incoming,Kristin Cain,Patricia Bell,01/15/2025 20:44,01/16/2025 04:44,assignment siap?,,,False,normal
Outgoing,Dawn Shelton,Casey Garner,01/19/2025 06:42,01/19/2025 14:42,apa khabar?,,,False,normal
Outgoing,Jacob Reed,Leah Abbott,01/14/2025 20:39,01/15/2025 04:39,drive safe,,,False,normal
Outgoing,Jill Lee,Rachael Lopez,01/21/2025 09:53,01/21/2025 17:53,assignment siap?,,,False,normal
Outgoing,Johnny Rogers,Angela Carlson,01/14/2025 22:08,01/15/2025 06:08,drive safe,,,False,normal
Outgoing,Michael Morgan,Paul Jackson,01/11/2025 20:06,01/12/2025 04:06,holiday plan,,,False,normal
Incoming,Candice Jones,Nicholas Walton,01/08/2025 20:16,01/09/2025 04:16,half g,,,False,drug
Outgoing,Alicia Shaffer,Andrea Yu,01/20/2025 15:26,01/20/2025 23:26,jom makan,,,False,normal
Incoming,Michael Flores,Martin Gonzalez,01/05/2025 20:43,01/06/2025 04:43,pil kuda,,,False,drug
Incoming,Brian Andrews,Christopher Jones,01/10/2025 01:00,01/10/2025 09:00,gram,,,False,drug
Incoming,James Morrow MD,William Estes,01/17/2025 15:12,01/17/2025 23:12,catch up later,,,False,normal
Outgoing,Jody Wiggins,Micheal Martinez,01/03/2025 10:27,01/03/2025 18:27,rehab tak?,,,False,drug
Outgoing,Jerry Mcconnell,Nathaniel Steele,01/13/2025 19:09,01/14/2025 03:09,game tonight,,,False,normal
Outgoing,Jackie Robinson,Jesse Boyle,01/13/2025 09:53,01/13/2025 17:53,see you at mall,,,False,normal
Incoming,Ann Velasquez,Cassandra Richardson,01/22/2025 16:10,01/23/2025 00:10,good night,,,False,normal
Outgoing,Ian Daniel,Tricia Jackson,01/01/2025 21:25,01/02/2025 05:25,gram,,,False,drug
Incoming,Robin Miranda,Tammy Diaz,01/20/2025 18:49,01/21/2025 02:49,holiday plan,,,False,normal
Outgoing,Michael Smith,Jonathan Martin,01/22/2025 21:18,01/23/2025 05:18,on the way,,,False,normal
Outgoing,Shane Sellers,Peter Edwards,01/02/2025 12:06,01/02/2025 20:06,ubat kuat,,,False,drug
Incoming,Dakota Valdez,Laurie Fritz,01/07/2025 08:49,01/07/2025 16:49,stuff,,,False,drug
Incoming,Jose Austin,Dr. Cory Ware,01/10/2025 15:46,01/10/2025 23:46,game tonight,,,False,normal
Incoming,Amanda Wright,Albert Duran,01/11/2025 21:07,01/12/2025 05:07,holiday plan,,,False,normal
Incoming,Kelly Brown,Brett Chandler,01/11/2025 00:25,01/11/2025 08:25,assignment siap?,,,False,normal
Incoming,Ronald Griffith,Clinton Hampton,01/15/2025 09:17,01/15/2025 17:17,how are you?,,,False,normal
Incoming,William Smith,Jenna Brown,01/08/2025 12:47,01/08/2025 20:47,check line,,,False,drug
Incoming,Caroline Smith,Jessica Ford,01/11/2025 17:56,01/12/2025 01:56,game tonight,,,False,normal
Outgoing,Matthew Richards,David Cook,01/08/2025 08:28,01/08/2025 16:28,budak hantar,,,False,drug
Outgoing,Matthew Robinson,Kristine Jackson,01/01/2025 09:09,01/01/2025 17:09,budak hantar,,,False,drug
Incoming,Heather Mclean,Miss Brittany Williams DVM,01/20/2025 17:51,01/21/2025 01:51,working late,,,False,normal
Incoming,Matthew Thomas,Melissa Baker,01/09/2025 21:09,01/10/2025 05:09,stuff,,,False,drug
Outgoing,Anna Robbins,Vincent Horn,01/18/2025 16:11,01/19/2025 00:11,jom makan,,,False,normal
Incoming,Michael Moore,Peggy Ford,01/15/2025 07:11,01/15/2025 15:11,on the way,,,False,normal
Outgoing,Glen Smith,Richard Mckee,01/13/2025 19:48,01/14/2025 03:48,football match best,,,False,normal
Incoming,Michael Cardenas,Michelle Fitzgerald,01/08/2025 07:58,01/08/2025 15:58,port biasa,,,False,drug
Incoming,Ronald Yates,Daniel Thomas,01/10/2025 20:12,01/11/2025 04:12,how are you?,,,False,normal
Incoming,Christine Mitchell,Mallory Rivera,01/14/2025 03:02,01/14/2025 11:02,shopping,,,False,normal
Incoming,Cody Leonard,Laura Moyer,01/10/2025 00:31,01/10/2025 08:31,pil kuda,,,False,drug
Outgoing,Chelsea Kim MD,Tiffany Giles,01/05/2025 07:01,01/05/2025 15:01,货 ready,,,False,drug
Outgoing,Stephanie Reyes,Victoria Maxwell,01/05/2025 16:01,01/06/2025 00:01,pil kuda,,,False,drug
Outgoing,Brenda Johnson,Matthew Jones,01/05/2025 11:18,01/05/2025 19:18,ubat kuat,,,False,drug
Incoming,Claire Wade,Christopher Solis,01/12/2025 18:58,01/13/2025 02:58,working late,,,False,normal
Incoming,Lisa Vasquez,Lisa Wagner,01/07/2025 05:09,01/07/2025 13:09,half g,,,False,drug
Incoming,Todd Miller,Victoria Nguyen,01/03/2025 04:33,01/03/2025 12:33,gram,,,False,drug
Incoming,Joseph Freeman MD,Phillip Jacobs,01/15/2025 23:32,01/16/2025 07:32,drive safe,,,False,normal
Incoming,Daniel Davidson,Brenda Kane,01/04/2025 01:11,01/04/2025 09:11,pil kuda,,,False,drug
Outgoing,Erin Luna,Kayla Baker,01/11/2025 04:36,01/11/2025 12:36,see you at mall,,,False,normal
Outgoing,Christopher Stevens,Lori Johnson,01/16/2025 09:07,01/16/2025 17:07,drive safe,,,False,normal
Incoming,Janet Shaw,Ryan Jones,01/19/2025 22:16,01/20/2025 06:16,jalan-jalan,,,False,normal
Incoming,Brittany Dominguez,Joshua Davis,01/15/2025 22:52,01/16/2025 06:52,meeting at 3pm,,,False,normal
Outgoing,James Jones,Rhonda Lewis,01/05/2025 23:15,01/06/2025 07:15,smoke,,,False,drug
Outgoing,Glenn Smith,Anne Farmer,01/10/2025 13:36,01/10/2025 21:36,lunch break,,,False,normal
Outgoing,Sara Wyatt,Mary Wells,01/13/2025 20:36,01/14/2025 04:36,see you at mall,,,False,normal
Outgoing,Melissa Leonard,Wayne Cummings,01/08/2025 09:16,01/08/2025 17:16,line clear,,,False,drug
Outgoing,Amanda Hall,Allison Rose,01/14/2025 22:06,01/15/2025 06:06,assignment siap?,,,False,normal
Outgoing,Sergio Campbell,Sean Hughes,01/08/2025 10:03,01/08/2025 18:03,half g,,,False,drug
Outgoing,Jeffrey Medina,Michael Waters,01/14/2025 18:23,01/15/2025 02:23,apa khabar?,,,False,normal
Incoming,John Booker,Eric Johnson,01/11/2025 06:18,01/11/2025 14:18,game tonight,,,False,normal
Outgoing,Sabrina Williams,Amanda Campbell,01/01/2025 12:40,01/01/2025 20:40,budak hantar,,,False,drug
Outgoing,Nicole Thompson,Lauren Armstrong,01/08/2025 10:39,01/08/2025 18:39,budak hantar,,,False,drug
Incoming,Melissa Garza,Kathryn Hurst,01/16/2025 04:43,01/16/2025 12:43,ok see you tomorrow,,,False,normal
Incoming,Nicole Perez,Joseph Santos,01/22/2025 19:03,01/23/2025 03:03,jom makan,,,False,normal
Outgoing,Summer Dean,Shannon Stein MD,01/17/2025 04:22,01/17/2025 12:22,drive safe,,,False,normal
Incoming,Juan Smith,Joseph Bailey,01/14/2025 23:07,01/15/2025 07:07,holiday plan,,,False,normal
Incoming,Natasha Barnes,Jon Becker,01/14/2025 22:07,01/15/2025 06:07,football match best,,,False,normal
Incoming,Tammy Parsons,Matthew Young,01/15/2025 15:35,01/15/2025 23:35,jom makan,,,False,normal
Incoming,Tara Tucker,Jocelyn White,01/12/2025 06:39,01/12/2025 14:39,apa khabar?,,,False,normal
Outgoing,Theresa Farmer MD,Charles Maldonado,01/10/2025 00:18,01/10/2025 08:18,budak hantar,,,False,drug
Outgoing,Trevor Kirby,Elizabeth Martinez,01/16/2025 11:08,01/16/2025 19:08,game tonight,,,False,normal
Outgoing,Jay Garrett,Todd Watkins,01/14/2025 21:31,01/15/2025 05:31,lunch break,,,False,normal
Incoming,Kimberly Zimmerman,Jonathan Solomon,01/16/2025 04:24,01/16/2025 12:24,catch up later,,,False,normal
Incoming,David Harper,Karen Krause,01/14/2025 18:57,01/15/2025 02:57,drive safe,,,False,normal
Outgoing,Deborah Carroll,Robert Simpson,01/01/2025 14:01,01/01/2025 22:01,ambil barang,,,False,drug
Outgoing,Mark Reynolds,Jennifer Whitaker,01/08/2025 04:50,01/08/2025 12:50,budak hantar,,,False,drug
Incoming,Carrie Duncan,Keith Campbell,01/14/2025 12:10,01/14/2025 20:10,ok see you tomorrow,,,False,normal
Outgoing,Jamie Valdez,Curtis Thomas,01/18/2025 23:28,01/19/2025 07:28,drive safe,,,False,normal
Outgoing,Megan Gillespie,Nicholas Rose,01/18/2025 05:43,01/18/2025 13:43,working late,,,False,normal
Outgoing,Ms. Shelby Curry,Joseph Reese,01/20/2025 12:22,01/20/2025 20:22,later go movie,,,False,normal
Outgoing,Sandra Moore,Amy Leonard,01/22/2025 19:29,01/23/2025 03:29,good night,,,False,normal
Incoming,Ricky Henry,Sara Mann,01/15/2025 04:59,01/15/2025 12:59,see you at mall,,,False,normal
Outgoing,Chris Wright,Claudia Kennedy,01/22/2025 16:37,01/23/2025 00:37,assignment siap?,,,False,normal
Incoming,Robert Chan,Jessica Smith,01/03/2025 11:27,01/03/2025 19:27,paket,,,False,drug
Incoming,Emily Burns,Brittany Martinez,01/17/2025 21:36,01/18/2025 05:36,holiday plan,,,False,normal
Outgoing,Evan Wood,Keith Lewis,01/01/2025 22:28,01/02/2025 06:28,line clear,,,False,drug
Incoming,Andrew Christian,Andrew Rice,01/14/2025 08:37,01/14/2025 16:37,ok see you tomorrow,,,False,normal
Incoming,Kara Beck,Mary Hodges,01/12/2025 14:28,01/12/2025 22:28,apa khabar?,,,False,normal
Incoming,Patrick Glover,Michael White,01/09/2025 18:18,01/10/2025 02:18,ubat kuat,,,False,drug
Outgoing,James Morales,Corey Strong,01/22/2025 16:48,01/23/2025 00:48,how are you?,,,False,normal
Outgoing,Dr. Zachary Harrison,Scott Reyes,01/02/2025 08:09,01/02/2025 16:09,gram,,,False,drug
Incoming,Charles Hall,David Rodriguez,01/06/2025 11:51,01/06/2025 19:51,paket,,,False,drug
Outgoing,Christopher Charles,Alexandra Cooper,01/02/2025 22:25,01/03/2025 06:25,白粉,,,False,drug
Outgoing,Laurie Armstrong,Andrew Smith,01/16/2025 03:04,01/16/2025 11:04,exam coming soon,,,False,normal
Outgoing,Cindy Lee,Donald Massey,01/10/2025 22:53,01/11/2025 06:53,lunch break,,,False,normal
Incoming,Jessica Smith,George Morse,01/10/2025 12:54,01/10/2025 20:54,drive safe,,,False,normal
Outgoing,Robert Montes,Lisa Hale,01/04/2025 08:38,01/04/2025 16:38,货 ada,,,False,drug
Incoming,Lucas Phillips,Sandra Vaughn,01/21/2025 01:34,01/21/2025 09:34,assignment siap?,,,False,normal
Outgoing,John Conrad,Mr. Cameron Peters MD,01/20/2025 08:46,01/20/2025 16:46,ok see you tomorrow,,,False,normal
Incoming,Mark Dunlap,Shelley Anderson,01/16/2025 09:55,01/16/2025 17:55,on the way,,,False,normal
Incoming,Kathryn Coffey,Christopher Jennings,01/13/2025 06:33,01/13/2025 14:33,on the way,,,False,normal
Incoming,Alexis Spencer,Charles Terry,01/18/2025 22:37,01/19/2025 06:37,drive safe,,,False,normal
Outgoing,Travis Stephens,Gregg Casey,01/04/2025 08:49,01/04/2025 16:49,白粉,,,False,drug
Outgoing,Heather Sanchez,Mrs. Abigail Meadows PhD,01/18/2025 20:52,01/19/2025 04:52,game tonight,,,False,normal
Incoming,Amy Davis,Kelly Thomas,01/05/2025 21:30,01/06/2025 05:30,白粉,,,False,drug
Outgoing,Travis Barrett,Jill Sims,01/11/2025 15:26,01/11/2025 23:26,holiday plan,,,False,normal
Outgoing,Christina Douglas,Andrew Reed,01/11/2025 23:01,01/12/2025 07:01,drive safe,,,False,normal
Outgoing,Matthew Castro,Timothy Hester,01/05/2025 01:56,01/05/2025 09:56,syabu,,,False,drug
Incoming,Sarah Rogers,Jordan Moody,01/15/2025 03:13,01/15/2025 11:13,good night,,,False,normal
Incoming,Stephanie York,Gloria Myers,01/20/2025 13:10,01/20/2025 21:10,meeting at 3pm,,,False,normal
Outgoing,Mr. Christopher Gonzalez,April Vasquez,01/22/2025 13:14,01/22/2025 21:14,how are you?,,,False,normal
Incoming,Joseph Hanson,Thomas Glenn,01/16/2025 08:39,01/16/2025 16:39,how are you?,,,False,normal
Outgoing,Stacey Davidson,Jennifer Neal,01/05/2025 14:00,01/05/2025 22:00,白粉,,,False,drug
Outgoing,Patricia Ruiz,Amy Morrison,01/16/2025 19:08,01/17/2025 03:08,apa khabar?,,,False,normal
Outgoing,Matthew Davis,Austin Gonzalez,01/16/2025 23:34,01/17/2025 07:34,see you at mall,,,False,normal
Outgoing,Joseph Newman,Tammy Atkins,01/16/2025 22:26,01/17/2025 06:26,exam coming soon,,,False,normal
Incoming,Emily Mccall,Regina Johnson,01/17/2025 03:17,01/17/2025 11:17,shopping,,,False,normal
Outgoing,Andre Johnson,Yvonne Thompson,01/10/2025 19:51,01/11/2025 03:51,game tonight,,,False,normal
Outgoing,Gerald May,Erica Juarez,01/09/2025 12:00,01/09/2025 20:00,paket,,,False,drug
Outgoing,Michael Diaz,Jennifer Davis,01/15/2025 22:29,01/16/2025 06:29,good night,,,False,normal
Outgoing,Cindy Lewis,Seth Walker,01/22/2025 08:07,01/22/2025 16:07,lunch break,,,False,normal
Incoming,Michael Collier,Robert Medina,01/06/2025 03:19,01/06/2025 11:19,ubat kuat,,,False,drug
Incoming,Kristi Acosta,Donna Johnson,01/14/2025 03:19,01/14/2025 11:19,meeting at 3pm,,,False,normal
Outgoing,Heather Lopez,Nathaniel Ross,01/13/2025 12:00,01/13/2025 20:00,ok see you tomorrow,,,False,normal
Outgoing,Joy Wilkinson,Jacob Green,01/11/2025 00:30,01/11/2025 08:30,jalan-jalan,,,False,normal
Incoming,Michael Smith,Gina Vaughan,01/22/2025 02:31,01/22/2025 10:31,football match best,,,False,normal
Outgoing,Ryan Kelley,Jesse Riley,01/22/2025 12:04,01/22/2025 20:04,exam coming soon,,,False,normal
Incoming,Parker Singh,Tara Thornton,01/14/2025 09:46,01/14/2025 17:46,game tonight,,,False,normal
Incoming,Amy Smith,Eric Fisher,01/01/2025 20:59,01/02/2025 04:59,half g,,,False,drug
Incoming,Christina Lewis,Kara Graves,01/12/2025 23:27,01/13/2025 07:27,apa khabar?,,,False,normal
Outgoing,Mrs. Margaret Jackson,Kevin Olsen,01/08/2025 06:05,01/08/2025 14:05,pil kuda,,,False,drug
Outgoing,Patricia Scott,Michelle Leach,01/16/2025 06:49,01/16/2025 14:49,assignment siap?,,,False,normal
Outgoing,Amanda Reynolds,Charles Briggs,01/17/2025 03:46,01/17/2025 11:46,working late,,,False,normal
Outgoing,Michael Simpson,Barbara Sanders,01/19/2025 12:09,01/19/2025 20:09,how are you?,,,False,normal
Outgoing,Andrew Barker,Paul Chan,01/13/2025 07:50,01/13/2025 15:50,catch up later,,,False,normal
Incoming,Kevin Riley,Christie Silva,01/03/2025 17:46,01/04/2025 01:46,火,,,False,drug
Outgoing,Arthur Estes,Penny Huerta,01/01/2025 16:21,01/02/2025 00:21,paket,,,False,drug
Outgoing,Debra Sheppard,Richard Potts,01/16/2025 09:21,01/16/2025 17:21,game tonight,,,False,normal
Incoming,Betty Peterson,George Salinas,01/16/2025 22:45,01/17/2025 06:45,assignment siap?,,,False,normal
Outgoing,Justin Johnson,Kenneth Velez,01/10/2025 01:20,01/10/2025 09:20,syabu,,,False,drug
Outgoing,Joel Washington,Rebecca Mitchell,01/15/2025 06:37,01/15/2025 14:37,assignment siap?,,,False,normal
Incoming,Olivia Miller,Robert Chapman,01/13/2025 02:16,01/13/2025 10:16,meeting at 3pm,,,False,normal
Incoming,Wendy Rios,Robert Holt,01/19/2025 18:51,01/20/2025 02:51,good night,,,False,normal
Outgoing,Shannon Stark,Jordan Moore,01/13/2025 10:42,01/13/2025 18:42,assignment siap?,,,False,normal
Incoming,Lawrence Marshall,Samantha Espinoza,01/20/2025 22:43,01/21/2025 06:43,apa khabar?,,,False,normal
Outgoing,Patrick Smith,Lee English,01/15/2025 05:29,01/15/2025 13:29,good night,,,False,normal
Incoming,Justin Hendricks,Maria Hopkins,01/12/2025 08:26,01/12/2025 16:26,assignment siap?,,,False,normal
Incoming,Robert Young,Samantha Moreno,01/21/2025 03:31,01/21/2025 11:31,game tonight,,,False,normal
Incoming,Lindsey Hill,Calvin Shaw,01/02/2025 10:58,01/02/2025 18:58,rehab tak?,,,False,drug
Outgoing,Lucas Patterson,Jessica Macdonald,01/11/2025 10:57,01/11/2025 18:57,jom makan,,,False,normal
Incoming,Ryan Graham,Stephanie Johnson,01/13/2025 07:33,01/13/2025 15:33,catch up later,,,False,normal
Incoming,Christopher Craig,Dr. Brandon Smith,01/08/2025 21:27,01/09/2025 05:27,line clear,,,False,drug
Outgoing,Christopher Medina,Elizabeth Johnson,01/03/2025 20:38,01/04/2025 04:38,ice,,,False,drug
Outgoing,Krystal Sullivan,Victoria Villa,01/19/2025 02:42,01/19/2025 10:42,jom makan,,,False,normal
Incoming,Sean Berry,Heather Andrews,01/01/2025 12:07,01/01/2025 20:07,pil kuda,,,False,drug
Outgoing,Kenneth Black,Eric Lane,01/04/2025 03:11,01/04/2025 11:11,pil kuda,,,False,drug
Outgoing,Christine Mcguire,Sandra Hawkins,01/12/2025 20:49,01/13/2025 04:49,family dinner,,,False,normal
Incoming,Mrs. Pamela Young,Jennifer Bowman,01/04/2025 17:43,01/05/2025 01:43,one g,,,False,drug
Outgoing,Elizabeth Gonzalez,Lisa Warren,01/20/2025 13:16,01/20/2025 21:16,lunch break,,,False,normal
Outgoing,James Maynard,Steven Henry,01/13/2025 21:06,01/14/2025 05:06,drive safe,,,False,normal
Outgoing,Timothy Johnson,Allison Brown,01/19/2025 21:04,01/20/2025 05:04,working late,,,False,normal
Outgoing,Mr. Mark Rogers,Caitlin Hall,01/22/2025 15:23,01/22/2025 23:23,drive safe,,,False,normal
Outgoing,Andrea Hobbs,Raymond Young,01/07/2025 03:25,01/07/2025 11:25,rehab tak?,,,False,drug
Incoming,Amanda Taylor,Dylan Reynolds,01/01/2025 23:08,01/02/2025 07:08,货 ready,,,False,drug
Outgoing,Marissa Flynn,Danielle Miller,01/10/2025 18:01,01/11/2025 02:01,football match best,,,False,normal
